RSN,EQID,Station_Code,Magnitude,Fault_Mechanisc,depth,Joyner_Boore_Rjb,Soil_site_class,PGA,T0.010S,T0.020S,T0.030S,T0.040S,T0.050S,T0.060S,T0.070S,T0.080S,T0.090S,T0.100S,T0.150S,T0.200S,T0.250S,T0.300S,T0.400S,T0.500S,T0.800S,T1.000S,T1.200S,T1.500S,T1.800S,T2.000S,T2.500S,T3.000S,T3.500S,T4.000S,T5.000S
151,21,PAU,5.2,0,36.9,59.02,A,0.0094506,0.0095285,0.0099168,0.011425,0.012272,0.012953,0.017722,0.021196,0.024628,0.020765,0.026097,0.022024,0.02947,0.016513,0.011696,0.015112,0.012217,0.0033453,0.0015589,0.00095974,0.00058503,0.00038443,0.0003208,0.00020841,0.00014721,0.00013658,0.00010569,5.49E-05
152,21,ROO,5.2,0,36.9,148.7605,C,0.0038705,0.0038798,0.0039091,0.0040184,0.0042504,0.0042497,0.0043198,0.0046205,0.0049309,0.0059919,0.0079333,0.01257,0.015196,0.0088217,0.010752,0.007932,0.0046374,0.0025477,0.0014581,0.00077319,0.0004495,0.00055337,0.0004926,0.00024799,0.00020875,0.00016942,0.00012368,6.45E-05
153,21,RUD,5.2,0,36.9,34.18,A,0.032757,0.033479,0.035939,0.043425,0.058619,0.089144,0.097066,0.10773,0.072321,0.056602,0.061024,0.043481,0.039193,0.033039,0.029698,0.017378,0.0089891,0.0038765,0.0018623,0.001243,0.00063684,0.00049071,0.0004774,0.00036262,0.00024631,0.0001524,0.00012003,6.38E-05
154,21,TEH,5.2,0,36.9,78.25,A,0.0073993,0.0074286,0.0075362,0.0078447,0.0082551,0.0079214,0.0089926,0.010262,0.01129,0.013227,0.013755,0.023078,0.019231,0.018939,0.020221,0.018816,0.010664,0.0049534,0.002535,0.0012066,0.00063246,0.00042205,0.00031182,0.00018561,0.00014107,9.70E-05,7.38E-05,5.75E-05
155,21,UTTA,5.2,0,36.9,78.61,A,0.023559,0.023645,0.024022,0.024005,0.025577,0.02808,0.031844,0.037314,0.039079,0.048577,0.072093,0.078591,0.062607,0.056305,0.040689,0.019652,0.010246,0.0022424,0.0012477,0.00086277,0.00053286,0.00036659,0.00029443,0.00018141,0.00013097,8.89E-05,6.91E-05,4.91E-05
157,25,MAN,4,0,33,31.392179,B,0.0048312,0.0048648,0.0049919,0.0054009,0.0057483,0.0087333,0.0097257,0.010675,0.015126,0.017954,0.019842,0.0090449,0.0058272,0.006263,0.0085483,0.0058749,0.0027602,0.00064134,0.00040985,0.00022215,0.00015043,9.87E-05,6.97E-05,4.45E-05,2.93E-05,2.81E-05,2.37E-05,1.66E-05
160,26,BHA,5,0,33,45.57,A,0.0091583,0.0092147,0.0093917,0.00979,0.010439,0.011327,0.014561,0.015561,0.014926,0.019322,0.021159,0.023073,0.027806,0.025299,0.015589,0.0063643,0.003269,0.00087017,0.00068789,0.00045652,0.00023685,0.00017993,0.00013592,8.50E-05,5.17E-05,5.07E-05,3.94E-05,2.65E-05
161,26,ROO,5,0,33,151.11373,C,0.0034568,0.0034624,0.0034806,0.0035007,0.003679,0.003765,0.00376,0.0042156,0.0047339,0.0054873,0.0067337,0.010934,0.013616,0.010181,0.011508,0.0053286,0.0037531,0.0022486,0.0014595,0.0012076,0.0010705,0.00070712,0.00072327,0.0005337,0.00034398,0.0002328,0.00013998,9.18E-05
162,27,CHA,4,0,12.6,13.299125,A,0.026417,0.027124,0.030445,0.04939,0.057796,0.083445,0.086596,0.05604,0.047515,0.046884,0.045484,0.046007,0.024249,0.013153,0.016567,0.010406,0.0065935,0.0021386,0.0010449,0.00074244,0.00053099,0.00039098,0.0003356,0.00023574,0.0001527,0.00010252,7.86E-05,4.58E-05
164,29,MNG,4.2,0,33,70.219359,C,0.019663,0.020077,0.021582,0.025552,0.029303,0.039261,0.041941,0.053658,0.062621,0.066005,0.061592,0.035655,0.020049,0.015824,0.01026,0.0060088,0.0036951,0.0012469,0.00072709,0.00047755,0.00030595,0.0002269,0.00018708,0.00012926,7.77E-05,6.87E-05,4.24E-05,2.77E-05
165,29,MOR,4.2,0,33,66.495913,C,0.0093394,0.0094706,0.0098726,0.01092,0.013381,0.016586,0.020109,0.027291,0.025041,0.023661,0.021569,0.018675,0.0078415,0.0070762,0.0042629,0.0022231,0.0016781,0.00050865,0.00022732,0.00018496,0.00013892,9.50E-05,7.87E-05,5.06E-05,4.03E-05,3.55E-05,4.39E-05,5.89E-05
166,30,MNG,4.3,0,63.5,70.219359,C,0.030421,0.030805,0.032091,0.037698,0.041578,0.042167,0.046639,0.067226,0.078587,0.097518,0.097478,0.054522,0.043541,0.034518,0.026191,0.013079,0.007796,0.0028112,0.0016745,0.0010783,0.00063024,0.00040829,0.00033277,0.00021736,0.00014361,0.00011397,9.16E-05,6.22E-05
167,30,MOR,4.3,0,64.5,66.495913,C,0.017535,0.018004,0.019783,0.026006,0.039214,0.04781,0.041247,0.04603,0.057696,0.056292,0.043578,0.01871,0.013664,0.0097774,0.0069025,0.0073192,0.0035777,0.0010719,0.00064272,0.00043631,0.00029227,0.00020583,0.00015348,9.67E-05,6.96E-05,5.17E-05,3.98E-05,2.82E-05
168,31,BON,4.8,0,39.3,186.07411,C,0.0046894,0.0046935,0.0047137,0.0047291,0.0048585,0.0050981,0.0056408,0.0056726,0.0054719,0.0056527,0.0064687,0.0077007,0.012918,0.014535,0.016146,0.012623,0.0076755,0.0073597,0.0032603,0.0014445,0.00080972,0.00054695,0.0004356,0.00022215,0.00013743,0.00010115,8.20E-05,5.60E-05
169,32,CHP,4.3,0,19.1,85.178752,A,0.0026383,0.0026507,0.0026861,0.0028327,0.0029095,0.0030572,0.0032433,0.0035103,0.0039985,0.0044527,0.0049157,0.0083282,0.0078224,0.0058753,0.0032449,0.0018055,0.00088981,0.0002381,0.00014802,9.24E-05,5.77E-05,3.55E-05,3.54E-05,2.94E-05,2.67E-05,2.60E-05,1.96E-05,1.81E-05
170,32,KAP,4.3,0,19.1,26.224196,A,0.011839,0.01192,0.0123,0.014196,0.019721,0.023754,0.037799,0.026059,0.021834,0.021208,0.022671,0.039708,0.03316,0.028762,0.020262,0.0062649,0.0042978,0.0013026,0.00075113,0.00047415,0.0002951,0.00018996,0.00013922,8.48E-05,6.21E-05,4.81E-05,4.11E-05,3.99E-05
171,32,MUN,4.3,0,19.1,13.71568,A,0.011814,0.012051,0.012828,0.01473,0.018827,0.023119,0.03064,0.038969,0.044417,0.034926,0.027439,0.01399,0.016047,0.011845,0.0094162,0.0054905,0.0043049,0.0010661,0.00060581,0.00039643,0.0002289,0.00016257,0.00012726,7.42E-05,5.37E-05,4.89E-05,3.75E-05,2.85E-05
172,32,PIT,4.3,0,19.1,58.850784,A,0.0035421,0.0035733,0.0036593,0.0040536,0.0051455,0.0056414,0.005729,0.0077066,0.0087502,0.0099245,0.012777,0.01329,0.0074485,0.0041273,0.002162,0.00082833,0.00055552,0.00015194,0.00013585,9.05E-05,5.52E-05,3.61E-05,2.98E-05,2.32E-05,2.48E-05,2.75E-05,2.33E-05,2.36E-05
173,33,CHP,5,0,8.9,88.58,A,0.0084821,0.0086046,0.0090097,0.011146,0.011193,0.016995,0.021675,0.021451,0.023488,0.030658,0.028973,0.016271,0.010553,0.008234,0.0083163,0.006953,0.0050567,0.0028597,0.0018798,0.001257,0.0008945,0.00054323,0.00052252,0.00036765,0.00020488,0.00012303,8.55E-05,6.06E-05
174,33,DHA,5,0,8.9,29.94,A,0.0052528,0.0053048,0.0055054,0.005928,0.0077457,0.010088,0.010958,0.011692,0.01375,0.017548,0.022754,0.011123,0.010214,0.0080951,0.010996,0.0046652,0.0043717,0.0018491,0.0010858,0.00073236,0.00039784,0.00021236,0.00015311,0.00011431,0.00010336,8.87E-05,8.44E-05,6.82E-05
175,33,GHAN,5,0,8.9,171.28131,A,0.008013,0.0080837,0.0083142,0.0085977,0.0092978,0.011019,0.016962,0.021193,0.017878,0.017845,0.015519,0.012428,0.021212,0.027792,0.014461,0.005627,0.0032569,0.0010435,0.00064454,0.00046952,0.00030934,0.00020692,0.00017946,1.00E-04,7.77E-05,7.30E-05,7.59E-05,4.80E-05
176,33,JSH,5,0,8.9,93.33,A,0.0053858,0.0054175,0.0055249,0.0056468,0.0063163,0.0065726,0.0068694,0.0080308,0.0098957,0.010662,0.013212,0.021985,0.02161,0.01165,0.0093918,0.0041403,0.0040001,0.0018802,0.0011361,0.00073201,0.00043436,0.00023243,0.00016662,9.13E-05,7.48E-05,5.95E-05,5.82E-05,3.73E-05
177,33,KAP,5,0,8.9,49.85,A,0.0061772,0.0062142,0.0063219,0.006538,0.0068356,0.0075341,0.0082579,0.009206,0.010985,0.014694,0.01531,0.034204,0.016979,0.0064456,0.0033618,0.0013139,0.0010431,0.00046032,0.00037657,0.00022024,0.00014888,9.09E-05,9.17E-05,9.11E-05,8.48E-05,7.46E-05,5.10E-05,3.07E-05
178,33,MUN,5,0,8.9,14.66,A,0.0046888,0.0047077,0.0047648,0.0048753,0.0050497,0.0055651,0.0057617,0.0057884,0.0064442,0.0067736,0.007951,0.012592,0.024488,0.011222,0.0055008,0.0026113,0.0018813,0.0006294,0.00039422,0.00031889,0.0001533,0.00010258,8.62E-05,5.76E-05,4.01E-05,4.24E-05,3.33E-05,1.99E-05
179,33,PIT,5,0,8.9,59.29,A,0.0044093,0.0044213,0.0044596,0.0045526,0.0046301,0.0046768,0.0050103,0.0053062,0.0058789,0.0061757,0.007806,0.016346,0.021949,0.012816,0.0091389,0.0031625,0.0020785,0.00060635,0.00050653,0.00048221,0.00023576,0.00017776,0.00011784,8.82E-05,4.91E-05,4.07E-05,4.10E-05,3.69E-05
180,34,BIL,5.8,0,160,835.49922,,0.002075,0.0020796,0.0020986,0.0021813,0.0021534,0.0020963,0.0022272,0.0022143,0.0024159,0.0026089,0.0024918,0.0040753,0.0048623,0.0050826,0.0042287,0.0075243,0.0047335,0.0046059,0.0024482,0.00118,0.00062484,0.00043992,0.00036741,0.00021121,0.00013074,0.00010778,6.95E-05,4.65E-05
181,34,KUL,5.8,0,160,810.09778,,0.0033474,0.0033556,0.0033777,0.0034418,0.0035769,0.0037501,0.003971,0.0039807,0.0046916,0.0050505,0.0053155,0.0091241,0.0057869,0.0065401,0.0056943,0.0071778,0.0084493,0.0044771,0.0030338,0.001886,0.000764,0.00045119,0.00033831,0.00024071,0.00014546,9.22E-05,6.57E-05,5.85E-05
182,35,KUL,4.4,0,10,53.194671,A,0.0052837,0.0053602,0.005604,0.0063101,0.0084111,0.0095955,0.01321,0.013449,0.011617,0.015292,0.014268,0.017071,0.012238,0.0050559,0.0034404,0.0014998,0.0015158,0.0007302,0.00043945,0.00029743,0.00014197,8.64E-05,6.43E-05,4.12E-05,3.06E-05,2.74E-05,2.48E-05,2.07E-05
183,35,RAM,4.4,0,10,31.834722,A,0.0081619,0.0083223,0.0090213,0.011352,0.015121,0.021921,0.023464,0.020464,0.01898,0.018442,0.01895,0.029699,0.010113,0.0073071,0.007957,0.0044505,0.0015073,0.00047044,0.00042558,0.00023179,0.00016908,9.51E-05,7.50E-05,5.11E-05,3.34E-05,3.27E-05,2.54E-05,1.99E-05
184,36,KLG,6.4,0,188,727.80851,,0.002234,0.0022416,0.00227,0.0023821,0.002442,0.002497,0.0025033,0.0026164,0.0027705,0.0027565,0.0032027,0.0056232,0.0065616,0.0083338,0.0056493,0.0036284,0.0027773,0.0022549,0.0013983,0.00093919,0.00049822,0.00036789,0.00025342,0.00013152,9.15E-05,6.44E-05,4.94E-05,2.92E-05
185,37,BHA,3.9,0,12,39.332534,A,0.011021,0.011138,0.011741,0.013783,0.017677,0.019436,0.025791,0.027591,0.02791,0.026512,0.026902,0.029128,0.027795,0.014116,0.0065631,0.0028862,0.0015978,0.00048113,0.00032958,0.00019067,0.00012378,8.71E-05,7.04E-05,4.54E-05,3.66E-05,2.64E-05,2.31E-05,2.56E-05
186,37,PEO,3.9,0,12,17.878441,A,0.0091732,0.0092718,0.0096216,0.01063,0.011842,0.016338,0.02308,0.039888,0.035792,0.038599,0.032429,0.021457,0.020215,0.0091413,0.0052909,0.0023536,0.0015696,0.00054294,0.0003494,0.00021619,0.00016159,0.00010715,7.19E-05,4.84E-05,3.80E-05,2.72E-05,3.09E-05,2.54E-05
187,38,CHA,4,0,11.5,22.047253,A,0.0047024,0.0048157,0.0052001,0.0098717,0.011534,0.013944,0.011167,0.0091618,0.010279,0.010841,0.0097474,0.01349,0.0058022,0.0045135,0.0039764,0.0022111,0.00083575,0.00035987,0.00019131,0.00012075,7.86E-05,5.38E-05,4.43E-05,3.41E-05,3.05E-05,2.64E-05,2.32E-05,2.47E-05
188,38,DHA,4,0,11.5,51.506988,B,0.0045547,0.0045748,0.0046378,0.0047104,0.0079884,0.0084535,0.0098466,0.008455,0.010128,0.010838,0.0098741,0.013902,0.015001,0.010998,0.0078064,0.0036571,0.0026167,0.0009202,0.00051328,0.00026532,0.0001749,0.00011516,8.84E-05,5.72E-05,3.58E-05,3.16E-05,2.59E-05,2.08E-05
189,38,KLG,4,0,11.5,103.39531,A,0.0043661,0.0045444,0.0051687,0.0093428,0.016212,0.010544,0.013999,0.010166,0.0074366,0.0069402,0.0062412,0.0043417,0.0021781,0.0017087,0.0010505,0.00053296,0.00042743,0.0001844,7.55E-05,5.52E-05,3.42E-05,2.29E-05,2.53E-05,2.33E-05,1.90E-05,2.10E-05,2.01E-05,1.63E-05
190,39,BAR,4.4,0,39.3,88.403052,C,0.0063437,0.0063684,0.0064539,0.0064508,0.0072934,0.0077932,0.0080619,0.010893,0.010179,0.0093419,0.0094865,0.016589,0.029753,0.017863,0.013405,0.0062218,0.0043353,0.001903,0.0012873,0.00086399,0.00046143,0.00028257,0.00021981,0.00013018,9.70E-05,6.35E-05,4.88E-05,2.98E-05
191,39,BON,4.4,0,39.3,63.699156,C,0.0055711,0.0056133,0.005785,0.0064467,0.0072146,0.010297,0.010575,0.010765,0.012826,0.012372,0.0141,0.011267,0.019179,0.017327,0.011682,0.0071341,0.0049769,0.0016101,0.00066098,0.00038908,0.00022893,0.0001687,0.00012573,7.95E-05,6.29E-05,4.46E-05,3.28E-05,2.68E-05
192,39,DHU,4.4,0,39.3,20.605346,C,0.021108,0.021201,0.021541,0.022421,0.022738,0.029338,0.034722,0.037548,0.039786,0.048082,0.041238,0.055193,0.079095,0.050481,0.030036,0.014244,0.0086344,0.0025968,0.0015225,0.0010318,0.00064993,0.0004149,0.00036399,0.00022466,0.00020335,0.0001842,0.00013872,0.00013589
193,39,KOK,4.4,0,39.3,44.892084,C,0.028394,0.028646,0.029674,0.033339,0.042756,0.051359,0.04994,0.073151,0.086805,0.092579,0.068381,0.064177,0.061559,0.044738,0.042674,0.032782,0.015028,0.0044333,0.0026411,0.0017002,0.0012433,0.00069213,0.00051802,0.00032788,0.00020792,0.00015976,0.00011864,8.39E-05
194,39,tur,4.4,0,39.3,54.412664,B,0.010849,0.010876,0.01097,0.011348,0.011246,0.011798,0.012622,0.013869,0.013529,0.013143,0.017993,0.019144,0.025977,0.030045,0.031399,0.038692,0.019661,0.0032778,0.001816,0.0011328,0.00064383,0.00043249,0.00034978,0.00021557,0.00014673,0.00011257,8.27E-05,5.49E-05
198,41,CHA,3.5,0,15.5,20.992949,A,0.0028025,0.0028175,0.0028835,0.0030333,0.0033372,0.003985,0.0040262,0.0057954,0.006273,0.0062266,0.0081696,0.008478,0.0088731,0.0067741,0.0061932,0.0039274,0.0020031,0.00069363,0.00043817,0.00024196,0.00013279,8.29E-05,7.25E-05,4.44E-05,3.04E-05,2.45E-05,1.93E-05,1.51E-05
199,42,BAG,4.6,0,10,32.744563,A,0.014111,0.014185,0.014366,0.014784,0.015037,0.016099,0.018841,0.018902,0.020816,0.025821,0.026691,0.038669,0.019995,0.023255,0.015568,0.0098821,0.011937,0.004324,0.0022693,0.0013053,0.00071982,0.00044936,0.00034442,0.00021781,0.00014948,0.00010799,7.63E-05,4.69E-05
200,42,BAR,4.6,0,10,207.29404,A,0.0018543,0.0018612,0.0018807,0.0019364,0.0020456,0.0020903,0.0022714,0.0026924,0.0029002,0.0033086,0.0042899,0.0073755,0.0060756,0.0050704,0.0053233,0.0020686,0.0012934,0.0003362,0.00020009,0.00014492,8.05E-05,5.92E-05,5.18E-05,3.53E-05,2.50E-05,2.55E-05,1.81E-05,2.10E-05
201,42,CHM,4.6,0,10,94.002301,A,0.0034498,0.0034647,0.0035192,0.0036266,0.003785,0.0041024,0.0048631,0.0060384,0.0066987,0.0087589,0.0095666,0.013064,0.006447,0.0052139,0.005299,0.003865,0.0036005,0.0019993,0.00080984,0.00046305,0.00019538,0.00013055,0.0001018,5.77E-05,4.79E-05,3.62E-05,2.86E-05,2.35E-05
202,42,GAR,4.6,0,10,79.93851,A,0.0094352,0.0094814,0.0096227,0.010126,0.011405,0.010574,0.012535,0.011344,0.012774,0.012929,0.016308,0.035314,0.021734,0.016045,0.014533,0.0088099,0.0040639,0.0012952,0.00057834,0.00036504,0.0002354,0.00018809,0.0001598,0.00010148,8.77E-05,8.72E-05,8.71E-05,4.75E-05
203,42,KAP,4.6,0,10,19.89715,A,0.11792,0.11908,0.12297,0.12804,0.18464,0.16234,0.20545,0.24155,0.19957,0.20628,0.2381,0.37196,0.27142,0.24878,0.17928,0.075404,0.039478,0.011012,0.0061834,0.004187,0.0025125,0.00172,0.0013941,0.00089627,0.00061223,0.00045735,0.00035391,0.00023093
204,42,MUN,4.6,0,10,22.683772,A,0.0089792,0.0091737,0.0098395,0.012653,0.016738,0.027959,0.024494,0.028776,0.028567,0.036087,0.028399,0.022983,0.011545,0.0064923,0.0036944,0.0021221,0.0013858,0.0008026,0.00046342,0.00047764,0.00024603,0.00015675,0.00012644,6.37E-05,4.45E-05,3.90E-05,3.08E-05,2.59E-05
205,42,ROO,4.6,0,10,212.07944,C,0.0016352,0.0016396,0.0016531,0.0016825,0.0017353,0.0018057,0.0018202,0.0018958,0.0023982,0.0023342,0.002673,0.0057478,0.0060095,0.0037591,0.0036947,0.0026298,0.0016651,0.00068273,0.00057867,0.00032232,0.00018458,0.00014905,0.00012658,6.78E-05,4.81E-05,4.28E-05,3.72E-05,2.69E-05
206,43,CHA,4.5,0,42,28.459912,A,0.0085017,0.0087056,0.0095555,0.014108,0.01817,0.026171,0.016962,0.017212,0.026806,0.030055,0.022006,0.01522,0.01167,0.0087337,0.0054243,0.002712,0.0011778,0.00045578,0.00026895,0.00018384,0.00011331,8.35E-05,6.98E-05,5.12E-05,3.49E-05,3.75E-05,2.62E-05,2.28E-05
207,43,DHR,4.5,0,42,23.476033,B,0.0042117,0.004235,0.0043096,0.0047355,0.0053698,0.006486,0.0072008,0.0082719,0.0097578,0.010265,0.011787,0.010497,0.014578,0.0088695,0.005274,0.0045495,0.0021509,0.00085595,0.00051969,0.00034112,0.00024502,0.00018182,0.00016172,9.17E-05,5.70E-05,4.42E-05,3.29E-05,2.12E-05
208,43,KLG,4.5,0,42,89.219095,A,0.0092332,0.0095063,0.010605,0.015641,0.02733,0.023593,0.021494,0.022585,0.030062,0.035239,0.032433,0.0091845,0.011915,0.011928,0.011777,0.00459,0.0041583,0.00088499,0.00049075,0.00029191,0.0001978,0.00011743,9.12E-05,6.75E-05,5.24E-05,3.55E-05,2.51E-05,2.45E-05
221,45,BOK,4.9,0,20,144.67866,C,0.012436,0.012566,0.013066,0.013787,0.016931,0.020211,0.018407,0.022748,0.03175,0.035088,0.040388,0.039884,0.021284,0.011297,0.010199,0.005972,0.0041213,0.0011559,0.0013348,0.0015962,0.00078402,0.00033722,0.00023555,0.00010768,8.10E-05,5.31E-05,4.63E-05,4.39E-05
222,45,GUW,4.9,0,20,87.970875,C,0.024985,0.025143,0.025658,0.027271,0.02995,0.033059,0.03623,0.042705,0.039715,0.05205,0.049596,0.0571,0.094942,0.063225,0.035196,0.023265,0.014472,0.0044268,0.0021502,0.0016232,0.00088454,0.00047025,0.00037472,0.00024538,0.00018168,0.0001364,0.00010501,6.19E-05
223,46,BAG,3.5,0,14,29.07576,A,0.010938,0.011062,0.011455,0.01221,0.015403,0.017963,0.020254,0.02333,0.020854,0.022235,0.021394,0.024528,0.018472,0.013829,0.010374,0.0045975,0.002684,0.00075499,0.0004372,0.00028998,0.00017713,0.00012581,0.00010123,6.64E-05,5.78E-05,3.91E-05,3.28E-05,2.53E-05
224,46,KAP,3.5,0,14,11.736929,A,0.032548,0.033065,0.034813,0.04449,0.069501,0.093122,0.09325,0.11725,0.11291,0.08041,0.058176,0.041842,0.060044,0.051161,0.03279,0.00913,0.0043818,0.0013954,0.00079683,0.00053041,0.00033289,0.00023175,0.00018456,0.0001249,8.55E-05,7.44E-05,4.70E-05,2.98E-05
225,46,MUN,3.5,0,14,23.959581,A,0.0071266,0.0072285,0.0076311,0.0090751,0.012457,0.014516,0.020605,0.021311,0.015204,0.013167,0.0128,0.012828,0.0099395,0.0056815,0.0036776,0.0017993,0.0010525,0.00037875,0.00029291,0.00017127,9.87E-05,6.85E-05,5.92E-05,4.41E-05,2.72E-05,2.63E-05,2.43E-05,2.35E-05
240,49,BOK,6,0,16.1,149.67921,C,0.021609,0.021704,0.021978,0.023898,0.02862,0.029831,0.026638,0.037898,0.045316,0.053912,0.058123,0.066794,0.054001,0.061389,0.058692,0.032177,0.031953,0.018981,0.016149,0.011116,0.0085521,0.0041614,0.0037375,0.0018267,0.0011598,0.00086256,0.00061805,0.0003927
241,49,BON,6,0,16.1,131.12054,C,0.026936,0.026965,0.027055,0.027391,0.027264,0.028927,0.031571,0.035904,0.039796,0.043918,0.054711,0.039393,0.058265,0.06805,0.09168,0.08623,0.071107,0.037176,0.013853,0.0070001,0.0042626,0.0039291,0.0037986,0.0026167,0.0020981,0.0016255,0.0010429,0.00048194
242,49,COB,6,0,16.1,232.49878,C,0.016533,0.016542,0.01657,0.01661,0.016737,0.016789,0.016627,0.017345,0.017848,0.018809,0.019185,0.026951,0.03975,0.045065,0.049995,0.033965,0.036116,0.016195,0.01882,0.015386,0.010844,0.0093055,0.0073685,0.0049931,0.0035376,0.0025408,0.0017837,0.0012198
243,49,DIP,6,0,16.1,252.77443,B,0.013337,0.01338,0.013504,0.013852,0.014692,0.014672,0.016931,0.019735,0.019586,0.027109,0.033935,0.036426,0.041905,0.042261,0.029056,0.028309,0.019821,0.0054396,0.0074199,0.0061931,0.0038744,0.0023691,0.0016659,0.0011242,0.00062298,0.00077293,0.0005384,0.00045809
244,49,DJL,6,0,16.1,321.86508,A,0.0077431,0.0077506,0.0077739,0.007808,0.0078535,0.0079651,0.0079916,0.0082045,0.0085834,0.0086703,0.0099309,0.013176,0.014682,0.015965,0.024877,0.02091,0.020283,0.00616,0.0051029,0.0053438,0.0026376,0.0013664,0.0011182,0.0011952,0.00098428,0.00080685,0.00065973,0.00034237
245,49,GOL,6,0,16.1,154.55974,C,0.043141,0.043207,0.043436,0.044301,0.04484,0.050025,0.053524,0.056697,0.064076,0.065698,0.071262,0.12043,0.084717,0.086781,0.10976,0.10354,0.12403,0.040071,0.039103,0.041748,0.017127,0.0081031,0.0053958,0.0031901,0.0021148,0.0014828,0.0010197,0.00060907
246,49,GTK,6,0,16.1,283.80675,A,0.0054793,0.0054924,0.0055355,0.0056247,0.0058389,0.0058016,0.0062627,0.0072119,0.0083971,0.0087129,0.013102,0.012795,0.015754,0.011721,0.011059,0.011456,0.012129,0.0074185,0.0033999,0.0035935,0.0017034,0.00092546,0.00072987,0.00090022,0.00059791,0.00039974,0.00032486,0.00029292
247,49,GUW,6,0,16.1,125.84643,C,0.026361,0.026452,0.026717,0.026913,0.030334,0.03274,0.038873,0.039858,0.036781,0.038801,0.039934,0.051603,0.11271,0.068506,0.070264,0.05428,0.025511,0.0076362,0.0073216,0.0040315,0.0019186,0.0013417,0.0011722,0.00091113,0.0010551,0.00087432,0.00064621,0.00032921
248,49,KOK,6,0,16.1,158.88491,C,0.018495,0.018529,0.018628,0.01904,0.020589,0.022937,0.022203,0.025501,0.031817,0.032448,0.030038,0.035539,0.031062,0.049036,0.043502,0.048892,0.02919,0.019954,0.010851,0.010108,0.01002,0.0085766,0.0052516,0.0025548,0.001743,0.0011924,0.00079928,0.00049343
249,49,LKH,6,0,16.1,257.82918,C,0.0063994,0.0064043,0.0064165,0.0064513,0.0064695,0.0065857,0.0065307,0.0069349,0.0074576,0.0079825,0.0075628,0.0093036,0.012693,0.016411,0.015954,0.020239,0.021409,0.0086773,0.0095502,0.0064749,0.0054486,0.0033651,0.0024845,0.001458,0.0015574,0.001293,0.0010247,0.00084475
250,49,NAU,6,0,16.1,158.36173,C,0.015761,0.015778,0.015851,0.016084,0.016336,0.016476,0.017212,0.018832,0.021968,0.024109,0.027414,0.032471,0.037187,0.034313,0.042368,0.043802,0.028124,0.017434,0.021977,0.023751,0.014896,0.0086769,0.005645,0.002572,0.0024403,0.0020692,0.0021414,0.0011966
251,49,NON,6,0,16.1,199.12263,A,0.023827,0.023886,0.024064,0.024374,0.025622,0.027827,0.028884,0.034671,0.029568,0.032338,0.038995,0.044863,0.080444,0.068056,0.031831,0.028711,0.018792,0.013905,0.0083809,0.0035905,0.0021988,0.0012949,0.0010505,0.0007964,0.00068651,0.00050364,0.00035519,0.00021031
252,49,SLG,6,0,16.1,312.06192,C,0.011853,0.011875,0.011939,0.012103,0.012272,0.012473,0.012746,0.012958,0.013894,0.015248,0.016317,0.032953,0.029685,0.029894,0.03196,0.033417,0.021463,0.010595,0.0065113,0.0060032,0.0039922,0.0025405,0.0022548,0.0018842,0.0015213,0.0017067,0.001205,0.00086197
253,49,TZP,6,0,16.1,149.52869,B,0.015401,0.01542,0.015464,0.015795,0.016487,0.017177,0.016537,0.018939,0.021124,0.023962,0.025426,0.031491,0.03097,0.035006,0.048191,0.068688,0.02902,0.0053407,0.0040111,0.0030641,0.0018831,0.0014125,0.0010348,0.00053044,0.00043629,0.00031427,0.00027347,0.00017509
254,50,BAG,4.7,0,52.5,135.30423,A,0.0032853,0.0032995,0.0033448,0.0034083,0.0039236,0.0046247,0.00511,0.0052749,0.0053814,0.0063946,0.006359,0.007354,0.008029,0.0075106,0.0043959,0.0052486,0.0027171,0.0010269,0.00072248,0.00045879,0.00034362,0.0002058,0.00014788,9.10E-05,6.93E-05,4.57E-05,4.74E-05,2.19E-05
255,50,BAR,4.7,0,52.5,43.594981,A,0.019847,0.019947,0.020252,0.021362,0.022482,0.024068,0.02195,0.027349,0.028194,0.029456,0.033403,0.081226,0.059331,0.07274,0.051147,0.016616,0.0079481,0.0040226,0.0018237,0.0010696,0.00076282,0.00051816,0.00039847,0.00022535,0.00014247,0.00010959,8.51E-05,5.06E-05
256,50,BHA,4.7,0,52.5,133.02419,A,0.0074903,0.0075438,0.0077285,0.0081743,0.008338,0.0089379,0.0098793,0.013078,0.012902,0.014494,0.017683,0.029297,0.025106,0.020602,0.0097526,0.003137,0.0017422,0.00094279,0.00054203,0.00027972,0.00015738,0.00012098,0.00010108,6.84E-05,5.57E-05,4.15E-05,2.95E-05,2.17E-05
257,50,CHM,4.7,0,52.5,58.221413,A,0.012879,0.012925,0.01307,0.013421,0.013624,0.013928,0.015378,0.015826,0.017855,0.020621,0.02797,0.034755,0.016904,0.01953,0.027978,0.021276,0.01623,0.011601,0.0066088,0.003054,0.0013868,0.00079907,0.00066418,0.00039019,0.00026572,0.00016612,0.00012398,8.40E-05
